Studio,Category,Original criterion,Simplified requirement,Nestlé/WPP responsibility,Current status,Evidence,Missing requirement,Next action,Owner,Dependency,Target date
India,Operational Excellence & Hygiene,Are asset and talent usage rights cascaded to the Content Studio?,"Legal, rights, talent and versioning requirements cascaded and followed",Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Are Brand Stakeholders involved in Content Planning?,Brand stakeholders involved in content planning,Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,"Do briefs provide enough lead time to ideate and produce, and are complete (key message, asset bank, target audience)?",Complete briefs with sufficient lead time and timely challenge,Nestlé,Not fulfilled,"Status workbook: For Updating — Workflow and approvals scored low, suggesting weak brief flow and intake discipline",Complete briefs with sufficient lead time and timely challenge,Clear brief entry point and QA,"Nestlé for brief quality, WPP for QA",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Does the Nestlé Studio Manager/Owner meet with the Studio Lead on a monthly and/or quarterly basis?,Regular leadership and brand governance cadence,Nestlé,Not fulfilled,Status workbook: For Updating — Needs stronger operating discipline and clearer decision making,Regular leadership and brand governance cadence,"Weekly working rhythm, monthly ops, quarterly review",Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Are Brand Governance meetings in place with the Content Studio?,Regular leadership and brand governance cadence,Nestlé,Fulfilled,Status workbook: For Updating — Needs stronger operating discipline and clearer decision making,None identified in scorecard,"Weekly working rhythm, monthly ops, quarterly review",Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Is a shared workflow tool used consistently?,Consistent shared workflow and approval process,Nestlé,Not fulfilled,Status workbook: For Updating — Workflow and approvals score suggests tool discipline may be weak or inconsistent,Consistent shared workflow and approval process,BrandShare Implementation,Shared,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open,Not provided
India,Operational Excellence & Hygiene,Does the Nestlé utilize BrandShare?,Consistent BrandShare adoption,Nestlé,Not fulfilled,Status workbook: For Updating — Workflow and approvals score suggests tool discipline may be weak or inconsistent,Consistent BrandShare adoption,BrandShare Implementation,Shared,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
India,Strategic Thinking,Are fire briefs cascaded to the Content Studio?,Complete briefs with sufficient lead time and timely challenge,Nestlé,Fulfilled,"Status workbook: For Updating — Workflow and approvals scored low, suggesting weak brief flow and intake discipline",None identified in scorecard,Clear brief entry point and QA,"Nestlé for brief quality, WPP for QA",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Strategic Thinking,"Is there one shared dashboard to measure asset quantity, creative quality, speed and effectiveness?",Shared operational and effectiveness dashboard,Nestlé,Not fulfilled,Status workbook: For Updating — KPI measurement still weak,Shared operational and effectiveness dashboard,Live operational and performance dashboard,Shared,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Open; Embedded analyst or insight capability: Fulfilled,Not provided
India,Strategic Thinking,"Are Campaign Strategies cascaded to the Studio, or is the Studio given the opportunity to Strategize content planning?",Campaign strategy embedded in content planning,Nestlé,Fulfilled,Status workbook: For Updating — Strategy appears underpowered relative to RED standard,None identified in scorecard,Dedicated content strategy capability embedded in the studio,WPP,Source dependency: Not provided · Rule-based prerequisites: Dedicated content strategy capability: Fulfilled; Complete briefs with sufficient lead time and timely challenge: Open,Not provided
India,Production Excellence,Are previous learnings and insights shared during briefs?,"Prior learnings applied to briefs, planning and optimization",Nestlé,Not fulfilled,Status workbook: For Updating — Still underdeveloped from current scoring,"Prior learnings applied to briefs, planning and optimization","Pre, in, and post campaign process is standard",Shared,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Open; Shared operational and effectiveness dashboard: Open; Embedded analyst or insight capability: Fulfilled,Not provided
India,Production Excellence,Are brand creative mandatories and campaign masters cascaded to the Content Studio?,Brand fundamentals and campaign masters embedded in creative work,Nestlé,Not fulfilled,Status workbook: For Updating — Needs stronger quality governance if India is to reach RED then Brazil level,Brand fundamentals and campaign masters embedded in creative work,Quality checks and learning loop,WPP,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Production Excellence,Has the Studio been provided access to the Nestlé toolstack?,Access to and use of the Nestlé tool stack,Nestlé,Not fulfilled,Not provided,Access to and use of the Nestlé tool stack,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Production Excellence,Does the Studio have access to CreativeX across all serviced brands?,CreativeX access and compliant use,Nestlé,Fulfilled,Status workbook: For Updating — Needs stronger quality governance if India is to reach RED then Brazil level,None identified in scorecard,Quality checks and learning loop,WPP,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
India,Production Excellence,Has the Studio been provided access to TalkWalker?,Talkwalker or equivalent audience and trend intelligence,Nestlé,Not fulfilled,Status workbook: For Updating — Culture response appears underdeveloped,Talkwalker or equivalent audience and trend intelligence,Tools and process to identify opportunities quickly,Shared,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Embedded analyst or insight capability: Fulfilled,Not provided
India,Production Excellence,"Has the Studio been onboarded on ContentHub, and are upload approvals done in a timely manner?","ContentHub onboarding, upload and tagging discipline",Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
India,Production Excellence,"Has the Studio been provided access to Nestlé AI tools (Firefly, Getty)?",Compliant AI access and practical workflow use,Nestlé,Not fulfilled,Status workbook: For Updating — AI and automation score is still low,Compliant AI access and practical workflow use,"Approved, practical AI use cases in workflow",Shared,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
India,Production Excellence,Have the Studio creatives been provided Nestlé licenses for Adobe Creative Cloud?,Adobe Creative Cloud access and production use,Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Dedicated internal or external production capability: Open,Not provided
India,Production Excellence,"Is multiplicity embedded in brief requirements, and supported by Media placements?",Multiplicity embedded in briefing and content planning,Nestlé,Not fulfilled,Status workbook: For Updating — Multiplicity is still underdeveloped,Multiplicity embedded in briefing and content planning,Channel and format planning built early,WPP,"Source dependency: Not provided · Rule-based prerequisites: Complete briefs with sufficient lead time and timely challenge: Open; Media, CRM and performance collaboration embedded in planning: Open",Not provided
India,Category Expertise,"Has the Media, CRM and Performance Agencies been endorsed to the Content Studio for collaboration efforts?","Media, CRM and performance collaboration embedded in planning",Nestlé,Not fulfilled,Status workbook: For Updating — Likely too dependent on ad hoc coordination,"Media, CRM and performance collaboration embedded in planning","Media, legal, procurement, data, and brand contacts clearly mapped",Shared,Source dependency: Likely too dependent on ad hoc coordination · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled; Regular leadership and brand governance cadence: Open,Not provided
India,Category Expertise,Are the correct briefs cascaded to the Content Studio?,Correct brief routing and redirection,Nestlé,Not fulfilled,"Status workbook: For Updating — If Content studio receives a brief that is more suited for a different team (NBS, AOR, etc.), it should be redirected to the correct team",Correct brief routing and redirection,"Briefs are filtered, and redirected (if necessary), to the correct teams",Shared,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open; Consistent shared workflow and approval process: Open,Not provided
India,Category Expertise,Has the Studio been endorsed to AOR and NBS?,Defined collaboration with AOR and NBS,Nestlé,Partially fulfilled,Status workbook: For Updating — Risk of overlap or vague handoffs,Defined collaboration with AOR and NBS,"Studio, AOR, IMS or GDC, and client roles clearly split",Shared,Source dependency: Not provided · Rule-based prerequisites: Correct brief routing and redirection: Open; Regular leadership and brand governance cadence: Open,Not provided
India,Category Expertise,"Has the Studio been properly onboarded on the Brand/s (including but not limited to audience/s, product/s, brand mandatories)?","Current brand, audience and category knowledge",Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Is there a senior WPP Studio Lead?,Senior WPP studio leadership,WPP,Fulfilled,Status workbook: On-Going — Need a lead who is more than delivery management and can elevate the studio beyond asset handling,None identified in scorecard,"Strong WPP studio lead who can drive strategy, workflow, quality, and stakeholder management",WPP,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Is there a WPP Creative Lead?,Dedicated WPP creative leadership,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,"Is there a Creator, Community, or Adaptive Content Specialist?","Creator, community or adaptive-content specialist coverage",WPP,Not fulfilled,Not provided,"Creator, community or adaptive-content specialist coverage",Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Is there a WPP Production Lead?,Dedicated WPP production leadership,WPP,Fulfilled,"Status workbook: For Updating — Production may be happening, but not yet as a capability system with active quality and workflow management",None identified in scorecard,Production owner who can build efficiency and consistency,WPP,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled; Commercial documents issued to agreed timelines: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Are KPIs aligned and cascaded and agreed on?,Aligned and cascaded KPIs,WPP,Not fulfilled,Status workbook: For Updating — KPI definition is still weak in current setup,Aligned and cascaded KPIs,KPIs agreed before work starts,"Nestlé leads, WPP translates into content planning",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Is the Content Studio team built to fulfill scope?,Team capability aligned to approved scope,WPP,Fulfilled,"Status workbook: For Updating — If culture, trends, production excellence, and optimization are expected, scope needs to include them explicitly",None identified in scorecard,Expected capabilities must be funded and scoped,Shared,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled; Commercial documents issued to agreed timelines: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Are CEs provided based on agreed timelines from date of brief?,Commercial documents issued to agreed timelines,WPP,Fulfilled,Status workbook: For Updating — Scope agreements should be completed and signed off by both parties before work is begun; PO issuance to follow shortly after,None identified in scorecard,Timely POs and Scope Closing,Shared,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled,Not provided
India,Operational Excellence & Hygiene,"Are legal, rights, talent and versioning cascades followed?","Legal, rights, talent and versioning requirements cascaded and followed",WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Does the Studio collaborate with Brand Stakeholders in Content Planning?,Brand stakeholders involved in content planning,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Are briefs challenged and additional needed information/materials requested in a timely manner?,Complete briefs with sufficient lead time and timely challenge,WPP,Fulfilled,"Status workbook: For Updating — Workflow and approvals scored low, suggesting weak brief flow and intake discipline",None identified in scorecard,Clear brief entry point and QA,"Nestlé for brief quality, WPP for QA",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Operational Excellence & Hygiene,Does the Studio Lead meet with the Nestlé Studio Manager/Owner on a monthly and/or quarterly basis?,Regular leadership and brand governance cadence,WPP,Not fulfilled,Status workbook: For Updating — Needs stronger operating discipline and clearer decision making,Regular leadership and brand governance cadence,"Weekly working rhythm, monthly ops, quarterly review",Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Are Brand Governance meetings in place with the Content Studio?,Regular leadership and brand governance cadence,WPP,Fulfilled,Status workbook: For Updating — Needs stronger operating discipline and clearer decision making,None identified in scorecard,"Weekly working rhythm, monthly ops, quarterly review",Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
India,Operational Excellence & Hygiene,Is a shared workflow tool used consistently?,Consistent shared workflow and approval process,WPP,Not fulfilled,Status workbook: For Updating — Workflow and approvals score suggests tool discipline may be weak or inconsistent,Consistent shared workflow and approval process,BrandShare Implementation,Shared,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open,Not provided
India,Operational Excellence & Hygiene,Does the Content Studio use BrandShare?,Consistent BrandShare adoption,WPP,Not fulfilled,Status workbook: For Updating — Workflow and approvals score suggests tool discipline may be weak or inconsistent,Consistent BrandShare adoption,BrandShare Implementation,Shared,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
India,Strategic Thinking,Is Strategy a dedicated capability in the Content Studio inherent in campaign planning?,Dedicated content strategy capability,WPP,Fulfilled,Status workbook: For Updating — Strategy appears underpowered relative to RED standard,None identified in scorecard,Dedicated content strategy capability embedded in the studio,WPP,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
India,Strategic Thinking,Is there an analyst or insight function within the Content Studio?,Embedded analyst or insight capability,WPP,Fulfilled,Status workbook: For Updating — Audience intelligence is currently not yet strong enough,None identified in scorecard,"Analyst or strategic planner who can apply audience, platform, and trend signals","WPP, supported by Nestlé data access",Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled; Access to and use of the Nestlé tool stack: Open,Not provided
India,Strategic Thinking,"Is there one shared dashboard to measure asset quantity, creative quality, speed and effectiveness?",Shared operational and effectiveness dashboard,WPP,Not fulfilled,Status workbook: For Updating — KPI measurement still weak,Shared operational and effectiveness dashboard,Live operational and performance dashboard,Shared,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Open; Embedded analyst or insight capability: Fulfilled,Not provided
India,Strategic Thinking,Is one clear Strategy embedded in Content Planning?,Campaign strategy embedded in content planning,WPP,Fulfilled,Status workbook: For Updating — Strategy appears underpowered relative to RED standard,None identified in scorecard,Dedicated content strategy capability embedded in the studio,WPP,Source dependency: Not provided · Rule-based prerequisites: Dedicated content strategy capability: Fulfilled; Complete briefs with sufficient lead time and timely challenge: Open,Not provided
India,Production Excellence,Are brand learnings and campaign insights included in Strategy and Content Planning?,"Prior learnings applied to briefs, planning and optimization",WPP,Not fulfilled,Status workbook: For Updating — Still underdeveloped from current scoring,"Prior learnings applied to briefs, planning and optimization","Pre, in, and post campaign process is standard",Shared,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Open; Shared operational and effectiveness dashboard: Open; Embedded analyst or insight capability: Fulfilled,Not provided
India,Production Excellence,Is creative work built on and reviewed based on brand fundamendals and campaign masters?,Brand fundamentals and campaign masters embedded in creative work,WPP,Fulfilled,Status workbook: For Updating — Needs stronger quality governance if India is to reach RED then Brazil level,None identified in scorecard,Quality checks and learning loop,WPP,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Production Excellence,Does the Content Studio use Nestlé-provided licenses in asset production?,Access to and use of the Nestlé tool stack,WPP,Not fulfilled,Not provided,Access to and use of the Nestlé tool stack,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
India,Production Excellence,"Do all boosted assets go through CX, with only 100% scored assets turned over?",CreativeX access and compliant use,WPP,Fulfilled,Status workbook: For Updating — Needs stronger quality governance if India is to reach RED then Brazil level,None identified in scorecard,Quality checks and learning loop,WPP,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
India,Production Excellence,"Does the Studio use Talkwalker or any WPP tool to gather audience, search, social, CRM, performance or trends?",Talkwalker or equivalent audience and trend intelligence,WPP,Not fulfilled,Status workbook: For Updating — Culture response appears underdeveloped,Talkwalker or equivalent audience and trend intelligence,Tools and process to identify opportunities quickly,Shared,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Embedded analyst or insight capability: Fulfilled,Not provided
India,Production Excellence,Are final assets uploaded to ContentHub and tagged correctly on a regular basis?,"ContentHub onboarding, upload and tagging discipline",WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
India,Production Excellence,"Are AI Tools like WPP Open used to imrpve workflow, analysis and planning; Nestlé-compliant AI tools (Firefly) are used for adaptation and craft?",Compliant AI access and practical workflow use,WPP,Fulfilled,Status workbook: For Updating — AI and automation score is still low,None identified in scorecard,"Approved, practical AI use cases in workflow",Shared,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
India,Production Excellence,Does the Studio utilize Nestlé licenses for Adobe Creative Cloud?,Adobe Creative Cloud access and production use,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Dedicated internal or external production capability: Open,Not provided
India,Production Excellence,Is content planned for multiplicity?,Multiplicity embedded in briefing and content planning,WPP,Fulfilled,Status workbook: For Updating — Multiplicity is still underdeveloped,None identified in scorecard,Channel and format planning built early,WPP,"Source dependency: Not provided · Rule-based prerequisites: Complete briefs with sufficient lead time and timely challenge: Open; Media, CRM and performance collaboration embedded in planning: Open",Not provided
India,Category Expertise,"Are media, CRM and performance insights embeded into content planning, timelines and content optimization?","Media, CRM and performance collaboration embedded in planning",WPP,Not fulfilled,Status workbook: For Updating — Likely too dependent on ad hoc coordination,"Media, CRM and performance collaboration embedded in planning","Media, legal, procurement, data, and brand contacts clearly mapped",Shared,Source dependency: Likely too dependent on ad hoc coordination · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled; Regular leadership and brand governance cadence: Open,Not provided
India,Category Expertise,Are incorrect briefs redirected to NBS or other content partners?,Correct brief routing and redirection,WPP,Not fulfilled,"Status workbook: For Updating — If Content studio receives a brief that is more suited for a different team (NBS, AOR, etc.), it should be redirected to the correct team",Correct brief routing and redirection,"Briefs are filtered, and redirected (if necessary), to the correct teams",Shared,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open; Consistent shared workflow and approval process: Open,Not provided
India,Category Expertise,Does the Studio work with NBS?,Defined collaboration with AOR and NBS,WPP,Not fulfilled,Status workbook: For Updating — Risk of overlap or vague handoffs,Defined collaboration with AOR and NBS,"Studio, AOR, IMS or GDC, and client roles clearly split",Shared,Source dependency: Not provided · Rule-based prerequisites: Correct brief routing and redirection: Open; Regular leadership and brand governance cadence: Open,Not provided
India,Category Expertise,Does the Studio work with AOR?,Defined collaboration with AOR and NBS,WPP,Fulfilled,Status workbook: For Updating — Risk of overlap or vague handoffs,None identified in scorecard,"Studio, AOR, IMS or GDC, and client roles clearly split",Shared,Source dependency: Not provided · Rule-based prerequisites: Correct brief routing and redirection: Open; Regular leadership and brand governance cadence: Open,Not provided
India,Category Expertise,Is brand knowledge updated based on industry and brand movements?,"Current brand, audience and category knowledge",WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled,Not provided
India,Category Expertise,Does the studio have a dedicated external or inhouse production or capability?,Dedicated internal or external production capability,WPP,Not fulfilled,Status workbook: For Updating — Production needs to be treated as an owned capability if India is expected to scale quality,Dedicated internal or external production capability,"Production capability intentionally built, not just executed reactively",WPP,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled; Commercial documents issued to agreed timelines: Fulfilled; Dedicated WPP production leadership: Fulfilled,Not provided
India,Category Expertise,Does the Studio utilize brand audience and segmentation in Content Planning?,Audience and segmentation applied to content planning,WPP,Not fulfilled,Status workbook: For Updating — Current audience intelligence is not yet RED level,Audience and segmentation applied to content planning,Audience data should shape planning,Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated content strategy capability: Fulfilled; Embedded analyst or insight capability: Fulfilled,Not provided
India,Category Expertise,Does the Studio utilize community and social signals used in Content Planning?,Community and social signals applied to content planning,WPP,Not fulfilled,Status workbook: For Updating — Culture response appears underdeveloped,Community and social signals applied to content planning,Tools and process to identify opportunities quickly,Shared,Source dependency: Not provided · Rule-based prerequisites: Embedded analyst or insight capability: Fulfilled; Talkwalker or equivalent audience and trend intelligence: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Is there a dedicated Nestlé Studio Owner/Manager?,Dedicated Nestlé studio owner or manager,Nestlé,Not fulfilled,Not provided,Dedicated Nestlé studio owner or manager,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Is there a Senior Nestlé Sponsor?,Active senior Nestlé sponsorship,Nestlé,Not fulfilled,Not provided,Active senior Nestlé sponsorship,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Are KPIs aligned and cascaded and agreed on?,Aligned and cascaded KPIs,Nestlé,Not fulfilled,Not provided,Aligned and cascaded KPIs,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,"Is scope provided on an annual basis (qty, asset type)?",Clear annual scope by quantity and asset type,Nestlé,Not fulfilled,Not provided,Clear annual scope by quantity and asset type,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Are POs are issued based on agreed timelines?,Commercial documents issued to agreed timelines,Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Are asset and talent usage rights cascaded to the Content Studio?,"Legal, rights, talent and versioning requirements cascaded and followed",Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Are Brand Stakeholders involved in Content Planning?,Brand stakeholders involved in content planning,Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,"Do briefs provide enough lead time to ideate and produce, and are complete (key message, asset bank, target audience)?",Complete briefs with sufficient lead time and timely challenge,Nestlé,Not fulfilled,Not provided,Complete briefs with sufficient lead time and timely challenge,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Does the Nestlé Studio Manager/Owner meet with the Studio Lead on a monthly and/or quarterly basis?,Regular leadership and brand governance cadence,Nestlé,Not fulfilled,Not provided,Regular leadership and brand governance cadence,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Open; Senior WPP studio leadership: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Are Brand Governance meetings in place with the Content Studio?,Regular leadership and brand governance cadence,Nestlé,Not fulfilled,Not provided,Regular leadership and brand governance cadence,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Open; Senior WPP studio leadership: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Is a shared workflow tool used consistently?,Consistent shared workflow and approval process,Nestlé,Not fulfilled,Not provided,Consistent shared workflow and approval process,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Does the Nestlé utilize BrandShare?,Consistent BrandShare adoption,Nestlé,Not fulfilled,Not provided,Consistent BrandShare adoption,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
Vietnam,Strategic Thinking,Are fire briefs cascaded to the Content Studio?,Complete briefs with sufficient lead time and timely challenge,Nestlé,Not fulfilled,Not provided,Complete briefs with sufficient lead time and timely challenge,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Strategic Thinking,"Is there one shared dashboard to measure asset quantity, creative quality, speed and effectiveness?",Shared operational and effectiveness dashboard,Nestlé,Not fulfilled,Not provided,Shared operational and effectiveness dashboard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Open; Embedded analyst or insight capability: Fulfilled,Not provided
Vietnam,Strategic Thinking,"Are Campaign Strategies cascaded to the Studio, or is the Studio given the opportunity to Strategize content planning?",Campaign strategy embedded in content planning,Nestlé,Not fulfilled,Not provided,Campaign strategy embedded in content planning,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Dedicated content strategy capability: Fulfilled; Complete briefs with sufficient lead time and timely challenge: Open,Not provided
Vietnam,Production Excellence,Are previous learnings and insights shared during briefs?,"Prior learnings applied to briefs, planning and optimization",Nestlé,Not fulfilled,Not provided,"Prior learnings applied to briefs, planning and optimization",Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Open; Shared operational and effectiveness dashboard: Open; Embedded analyst or insight capability: Fulfilled,Not provided
Vietnam,Production Excellence,Are brand creative mandatories and campaign masters cascaded to the Content Studio?,Brand fundamentals and campaign masters embedded in creative work,Nestlé,Not fulfilled,Not provided,Brand fundamentals and campaign masters embedded in creative work,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Production Excellence,Has the Studio been provided access to the Nestlé toolstack?,Access to and use of the Nestlé tool stack,Nestlé,Not fulfilled,Not provided,Access to and use of the Nestlé tool stack,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Production Excellence,Does the Studio have access to CreativeX across all serviced brands?,CreativeX access and compliant use,Nestlé,Not fulfilled,Not provided,CreativeX access and compliant use,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
Vietnam,Production Excellence,Has the Studio been provided access to TalkWalker?,Talkwalker or equivalent audience and trend intelligence,Nestlé,Not fulfilled,Not provided,Talkwalker or equivalent audience and trend intelligence,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Embedded analyst or insight capability: Fulfilled,Not provided
